copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup	independent	subClass	newName
GCA_018105865.1-CM030858.1-1900617-1901844-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032240.1-168712382-168713093-C-GCA_018105865.1:rnd-6_family-15138	591725	1776521	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	77.217	733	2	713	1	708	0.159251311699108	0.276727996330422	339	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030838.1-1123058-1124248-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032240.1-168712382-168713093-C-GCA_018105865.1:rnd-6_family-15138	624960	1776521	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	77.174	736	2	714	1	708	0.13204729625865	0.315835787889307	375	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030832.1-16823537-16824688-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032235.1-64063408-64064120-C-GCA_018105865.1:rnd-6_family-15138	620834	1788034	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	77.107	712	8	685	8	708	0.132682222215849	0.443250384742245	345	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030854.1-8843612-8844765-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032240.1-168712382-168713093-C-GCA_018105865.1:rnd-6_family-15138	628220	1776521	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	77.103	725	13	711	10	708	0.0966393330151249	0.288394229906376	162	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010255968.1-0-433-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-271774925-271775618-+-GCA_018105865.1:rnd-6_family-15138	731613	1795228	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.98	404	1	403	397	4	0.252204898638579	0.229264769010516	378	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030845.1-15506388-15507555-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032235.1-64063408-64064120-C-GCA_018105865.1:rnd-6_family-15138	618957	1788034	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.966	712	8	687	8	709	0.158040763615367	0.327185107383349	417	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH013169336.1-1439-1908-+-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032245.1-266679942-266680608-+-GCA_018105865.1:rnd-6_family-15138	742004	1817188	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.875	480	12	469	35	504	0.184178487129745	0.285448828317158	246	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030858.1-1900617-1901844-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032235.1-64063408-64064120-C-GCA_018105865.1:rnd-6_family-15138	591725	1788034	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.796	724	8	713	8	709	0.154466173037928	0.280344241182952	336	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH013155728.1-544-1290-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032234.1-370058603-370059308-C-GCA_018105865.1:rnd-6_family-15138	624319	1816357	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.753	542	205	746	162	659	0.170099278913013	0.190142050160851	312	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH013169336.1-1439-1908-+-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-414784354-414784831-+-GCA_018105865.1:rnd-6_family-15138	742004	1806365	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.75	400	12	395	72	454	0.166760061057045	0.293145146322443	192	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030838.1-1123058-1124248-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-414784354-414784831-+-GCA_018105865.1:rnd-6_family-15138	624960	1806365	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.667	480	252	709	455	1	0.124581845864825	0.366804974421057	363	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030839.1-4214113-4215969-C-GCA_002928295.1:rnd-5_family-1292	GCA_018994145.1-CM032245.1-266679942-266680608-+-GCA_018105865.1:rnd-6_family-15138	625175	1817188	GCA_002928295.1:rnd-5_family-1292	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.605	483	190	650	477	12	0.166332847065275	0.300029303137172	207	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010360481.1-636-1234-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-414784354-414784831-+-GCA_018105865.1:rnd-6_family-15138	705958	1806365	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.538	439	172	597	459	34	0.148550237964205	0.364542585415386	297	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030839.1-4214113-4215969-C-GCA_002928295.1:rnd-5_family-1292	GCA_018994145.1-CM032245.1-274370296-274370998-C-GCA_018105865.1:rnd-6_family-15138	625175	1793446	GCA_002928295.1:rnd-5_family-1292	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.446	726	1	704	1	700	0.11655610121039	0.347886973881975	213	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030841.1-3038007-3039186-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032235.1-100663550-100664052-+-GCA_018105865.1:rnd-6_family-15138	591113	1797906	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	76.311	515	192	681	502	1	0.16995069565276	0.396384142133524	171	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030839.1-4214113-4215969-C-GCA_002928295.1:rnd-5_family-1292	GCA_018994145.1-CM032238.1-85102818-85103532-C-GCA_018105865.1:rnd-6_family-15138	625175	1781959	GCA_002928295.1:rnd-5_family-1292	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.923	731	1	704	1	712	0.124036547057322	0.367271563181193	288	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH013155728.1-544-1290-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-271774925-271775618-+-GCA_018105865.1:rnd-6_family-15138	624319	1795228	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.719	556	192	746	539	27	0.194553891604637	0.217552103256141	309	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030841.1-3038007-3039186-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032245.1-274370296-274370998-C-GCA_018105865.1:rnd-6_family-15138	591113	1793446	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.62	726	2	702	1	699	0.118517598720702	0.396974794226482	201	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030841.1-3038007-3039186-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032234.1-254555860-254556579-C-GCA_018105865.1:rnd-6_family-15138	591113	1779873	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.549	728	2	702	1	716	0.174935732954971	0.412129170790886	180	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030864.1-10935526-10936642-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032245.1-274370296-274370998-C-GCA_018105865.1:rnd-6_family-15138	619868	1793446	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.346	722	1	685	1	700	0.106581001416615	0.228702748435866	231	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030839.1-4214113-4215969-C-GCA_002928295.1:rnd-5_family-1292	GCA_018994145.1-CM032235.1-64063408-64064120-C-GCA_018105865.1:rnd-6_family-15138	625175	1788034	GCA_002928295.1:rnd-5_family-1292	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.104	719	7	704	8	710	0.16501729363863	0.3770586192199	279	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030841.1-3038007-3039186-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032235.1-64063408-64064120-C-GCA_018105865.1:rnd-6_family-15138	591113	1788034	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.104	723	8	702	8	709	0.127881035465533	0.337045007634401	159	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030839.1-4214113-4215969-C-GCA_002928295.1:rnd-5_family-1292	GCA_018994145.1-CM032234.1-254555860-254556579-C-GCA_018105865.1:rnd-6_family-15138	625175	1779873	GCA_002928295.1:rnd-5_family-1292	GCA_018105865.1:rnd-6_family-15138	Metaphire_vulgaris	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75.034	733	1	704	1	717	0.174348845239143	0.440070485363799	288	30	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH013155728.1-544-1290-C-GCA_018105865.1:rnd-6_family-15138	GCA_018994145.1-CM032243.1-414784354-414784831-+-GCA_018105865.1:rnd-6_family-15138	624319	1806365	GCA_018105865.1:rnd-6_family-15138	GCA_018105865.1:rnd-6_family-15138	Amynthas_corticis	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	75	424	328	746	425	39	0.142951187996464	0.29728966399394	243	34	29	FALSE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010259754.1-3714-4435-C-GCA_900184025.1:rnd-6_family-23067	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	622076	111511	GCA_900184025.1:rnd-6_family-23067	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	83.007	459	265	721	1	457	0.143018071505353	0.380628075712476	402	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010111346.1-152-962-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	372539	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	82.389	812	1	810	801	7	0.128657929022026	0.323468467008718	627	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012953436.1-0-418-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	795185	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	82.143	420	1	418	156	566	0.109695073926711	0.371538221853602	291	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012976353.1-0-448-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	715854	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	82.04	451	1	448	734	1173	0.157068527632927	0.330065141982793	219	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010079776.1-99-840-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010006511.1-1847-2684-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	431804	451442	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	81.759	307	434	740	4	310	0.166685652232138	0.448125386798931	303	430	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010116940.1-628-1420-+-GCA_900184025.1:rnd-6_family-23067	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	533855	111511	GCA_900184025.1:rnd-6_family-23067	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	81.538	520	10	527	512	1	0.133779282267162	0.390692308095857	441	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012950201.1-0-418-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	666683	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	81.429	420	1	418	630	1030	0.156223030757057	0.435815859714031	189	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010157506.1-314-1124-+-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	422656	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	81.359	633	162	789	322	948	0.153792242615171	0.392495072874698	552	495	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012976353.1-0-448-C-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	715854	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	81.069	449	1	448	687	250	0.173606352824779	0.342525865546359	207	495	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010183512.1-0-699-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	430834	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.932	708	1	697	1039	353	0.148166999744741	0.257504124847355	336	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010022875.1-2-841-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	358076	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.907	838	1	830	234	1053	0.171395110541067	0.331266484312809	513	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010448000.1-449-1316-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010006511.1-1847-2684-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	375645	451442	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.798	401	468	867	5	398	0.172353217416194	0.407530027846918	333	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012950201.1-0-418-C-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	666683	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	80.714	420	1	418	796	391	0.118051269722914	0.354541568513226	228	495	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010448000.1-449-1316-+-GCA_018105865.1:rnd-6_family-7481	GCA_003400415.2-CM012306.1-217591774-217592779-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	375645	574707	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Crotalus_viridis_viridis	DNA/CMC-Chapaev-3	248	1359.616	80.685	409	460	867	24	431	0.181405686909527	0.374874014774175	360	465	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010094355.1-0-372-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	833751	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.645	372	1	372	630	983	0.153870791048765	0.293294975952893	207	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030848.1-3813430-3814547-+-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	470647	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Metaphire_vulgaris	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	80.546	586	530	1112	236	796	0.113018684328002	0.301634892882367	402	344	30	TRUE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030848.1-2688239-2689364-+-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	472809	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Metaphire_vulgaris	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	80.479	584	532	1114	237	796	0.125587884614887	0.311345634440129	435	344	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010024924.1-8-472-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	735924	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.388	464	1	464	1185	742	0.180579326860277	0.281513633648551	339	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010022875.1-2-841-C-GCA_018105865.1:rnd-6_family-7481	GCA_009733165.1-CM019148.1-256466015-256467398-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	358076	362955	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Naja_naja	DNA/CMC-Chapaev-3	248	1359.616	80.26	385	447	830	83	465	0.266745218657892	0.308007949879476	264	380	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010361543.1-0-709-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	447604	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.189	636	1	634	632	2	0.176665579235517	0.367326356187188	492	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_018105865.1-JACLAT010000052.1-260341-261456-+-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	474399	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Metaphire_vulgaris	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	80.172	580	537	1115	236	790	0.135031596430049	0.323497949809366	438	344	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010449816.1-0-1187-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010006511.1-1847-2684-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	334895	451442	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.132	302	866	1165	4	305	0.163983493181367	0.485537561633163	228	430	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012786805.1-0-302-+-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	850749	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.13	307	3	302	491	191	0.108498305613572	0.389234070487289	240	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012934079.1-1-401-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	700932	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	80.101	397	8	400	308	690	0.0979416506615681	0.286848600756872	189	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030858.1-3826363-3827474-C-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	467204	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Metaphire_vulgaris	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	79.867	601	29	627	812	236	0.114845441693052	0.428011817076286	285	344	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010094355.1-0-372-C-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	833751	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	79.839	372	1	372	796	438	0.141057570271957	0.459818613633359	240	495	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH010425513.1-8-665-C-GCA_018105865.1:rnd-6_family-7481	GCA_019677565.1-JAHUAB010024649.1-105-1536-C-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	546916	111511	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Pituophis_catenifer_pumilus	DNA/CMC-Chapaev-3	248	1359.616	79.829	585	75	657	1	566	0.143473677064819	0.348344256220267	396	429	30	TRUE	DNA	CMC-Chapaev-3
GCA_900184025.1-FXXH012953436.1-0-418-C-GCA_018105865.1:rnd-6_family-7481	GCA_003400415.2-CM012306.1-217591774-217592779-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	795185	574707	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Amynthas_corticis	Crotalus_viridis_viridis	DNA/CMC-Chapaev-3	248	1359.616	79.759	415	2	416	588	192	0.140230353753301	0.307508363400002	237	466	30	TRUE	DNA	CMC-Chapaev-3
GCA_018105865.1-CM030858.1-3393930-3395094-+-GCA_018105865.1:rnd-6_family-7481	GCA_009769535.1-WNNA01000345.1-254530-256191-+-Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	505248	150130	GCA_018105865.1:rnd-6_family-7481	Chapaev3-1_PM_EnSpm/CACTA_Petromyzon	Metaphire_vulgaris	Thamnophis_elegans	DNA/CMC-Chapaev-3	248	1359.616	79.734	602	539	1136	236	812	0.140173642030712	0.387069561767189	186	344	30	TRUE	DNA	CMC-Chapaev-3
